Cleaning_Method,Surface_Roughness_nm,Defect_Density_per_cm2,Etch_Rate_nm_per_min,Interface_Trap_Density_cm2_eV,Fixed_Oxide_Charge_C_per_cm2,Minority_Carrier_Lifetime_us,PN_Junction_Leakage_A_per_cm2,Gate_Oxide_Breakdown_MV_per_cm,Pit_Density_per_cm2,Damage_Prob,Pass_Fail
SC-1,1.2275315897850763,328954.21863367147,10.077895587180146,513171695934.5946,6.3419318917089445e-06,22.481750729721952,7.463589456342552e-09,8.995392615568843,600.4051860640561,0.58804269865715,Fail
HF Dip,0.5050493861812413,218258.05496794684,0.7015947931818808,223021058377.81342,3.213080416040395e-06,37.906643125333616,5.716822285348855e-10,11.840175460049732,162.27652993894532,0.21340141875785523,Pass
RCA-1,0.7517521913534723,353146.50923805084,8.569959229130385,222106907009.79474,5.123151957830449e-06,46.29035862570738,7.759493081630589e-09,11.091330567738108,307.54387295121546,0.36091683763670446,Pass
RCA-1,0.658444645230244,333031.02233011916,7.819925355618798,337360117697.2649,3.189480400987713e-06,39.999394301634965,5.889569665737598e-09,10.251193810815565,370.2961913192297,0.3328779547955301,Pass
Piranha,1.2612636747685195,746661.678460276,18.373392261509707,582759956884.9084,5.336082091029419e-06,19.025398156715035,1.8662030771710786e-08,8.298226694567619,568.9362884735937,0.6880952737279621,Fail
Piranha,1.2973544725050306,756240.4827315051,9.319806081120676,680009782002.364,5.3757696066556885e-06,14.739138094425183,2.000538311975715e-08,8.402715711966053,663.3969225115462,0.7564619764643745,Fail
RCA-1,1.2012747676841318,242535.98757190496,8.069075406003304,186620543370.1364,4.9216578714598305e-06,16.599065048521293,3.2141666435354e-09,10.005965671166368,197.7598047199639,0.38678431151971093,Pass
RCA-1,0.7899287021133996,242063.33611333463,7.013143487493458,509488530603.18884,3.096182721320581e-06,36.90623267234243,8.603824940687525e-09,9.57571789628438,240.89140066975466,0.34344527084980675,Pass
SC-1,1.3268830646059788,363965.8458228583,11.518992088543172,491456878413.20056,4.564967022242167e-06,23.6616998898843,1.757340085471882e-08,9.981701572092975,405.4753573861258,0.6340595926039835,Fail
UV/Ozone,0.26212903502551804,85518.12005113416,0.21398623097981018,103810603575.66785,1.4207331160573658e-06,58.164707053176315,1.023717400971323e-09,12.185022466870096,57.1443793052774,0.15817931098863955,Pass
HF Dip,0.4914076379413823,103262.42779274807,1.5762536860587528,274711324965.05615,3.3316700357283904e-06,45.993133756277736,-1.2879095792098096e-10,11.880427258886229,198.09303941176782,0.23560302139045594,Pass
UV/Ozone,0.23159669903082986,102780.69977211254,0.3122930505942665,88486216056.73428,2.187580755767506e-06,54.247468976215124,1.056709267565087e-09,12.871789382729967,34.235769914452035,0.11308000288899515,Pass
Piranha,1.4799057482818498,435189.35521927255,12.073824850118264,606257717534.6171,9.282033316962984e-06,12.704740831131772,1.9760295172703663e-08,7.13304934522182,287.8567793604312,0.7077424316249171,Fail
HF Dip,0.4290130615388514,275814.5179371929,2.2189326313911373,260471712713.10544,2.428775744223329e-06,39.96077300318047,2.9932936314259696e-09,10.493759127707156,141.7891202906261,0.21768647949043002,Pass
RCA-1,1.077027708946158,262279.0947670899,8.44458762032383,420057917297.1709,3.1192286685130783e-06,22.82148670996741,6.606762272957808e-09,11.20122464349176,697.1163072304693,0.476546333285802,Fail
UV/Ozone,0.4452484801159652,109539.83190000815,-0.7063581512355146,108258818098.33876,2.921281479456758e-06,70.28335722945857,-2.0256488058012404e-11,11.251268496278104,66.58831189817288,0.17820397020639756,Pass
RCA-1,0.8171837977444708,255033.35742314107,3.0115898729197057,239324234536.52048,3.5687101529660222e-06,34.99148969564474,5.401464241628831e-09,10.456030061918357,406.5584978961137,0.3702365525430366,Pass
UV/Ozone,0.23210381931455204,11834.81230848412,0.5183249340454807,70432986992.82962,2.1443826863690817e-06,59.796925918107235,-8.500172832541629e-10,12.906280058647841,63.81314875276203,0.17178387453526456,Pass
SC-1,0.6475119633876232,336136.03004613006,13.72411693743976,555244175792.3755,5.514933678792205e-06,19.8741927902298,3.760874489564938e-10,10.077304476059522,747.9675895486481,0.5241753319564292,Fail
UV/Ozone,0.35502034640047103,102569.2041112494,0.6211636101251691,167846194367.60892,2.9944175328068757e-06,52.34162485648518,-6.410908378898416e-10,11.199435962458937,73.33449160778244,0.19780571220064402,Pass
HF Dip,0.3665107150400604,34477.04537651816,1.741376379469197,174712186158.45898,2.4688547851424764e-06,41.94651923198631,1.5361015091889482e-09,10.758450066268447,1.2365412482690417,0.16278393212904982,Pass
SC-1,0.7977127958173303,515559.20847654645,11.83685066370923,322756118435.80963,5.023488113975648e-06,23.307947025133686,1.5816958719666507e-08,10.845080961560619,697.2056933952252,0.5819913705898959,Fail
SC-1,1.037492401957718,525437.831184281,13.098850967892973,576518139324.8065,3.9745172911195875e-06,15.515800590528732,1.3037916852876697e-08,10.790603469414123,350.7584693965427,0.6045368195255868,Fail
UV/Ozone,0.08536210941865448,13564.918179053167,0.02078185284506706,253585158307.04,2.645501186365013e-06,41.380189061529734,1.1082451095921676e-09,11.79966873787197,34.56805610628682,0.1387745571228775,Pass
HF Dip,0.432978631788188,222891.19426809472,1.7293039548172717,114022646432.32349,3.511326808414117e-06,35.83724275137149,5.576914109403349e-10,10.85810722521475,224.41431675244948,0.20317384954631584,Pass
RCA-1,0.47131133898265126,324419.9859435732,6.593010877644867,324086272217.4013,4.556930782111497e-06,44.13748004360598,1.3710599360623634e-09,10.594190765265726,564.7113023009763,0.4129692195260389,Pass
RCA-1,0.923545358871303,318880.43204250245,14.275801993456666,241975752230.22815,4.203321649261761e-06,26.79037312170743,3.9000572144714845e-09,9.22508712781937,271.2595350700499,0.3953904773396659,Pass
Piranha,1.2093764611404692,556808.3932557809,14.239956557888439,636059235157.6324,5.3149538023686955e-06,15.560737011802436,1.4332533234771467e-08,8.076632012041525,835.37946653139,0.7199290729761416,Fail
HF Dip,0.8079892610940699,295944.09681647015,2.057187155886676,207338653495.72922,2.9033263559909453e-06,29.605170665641385,6.210038209804832e-10,11.465113632887938,75.57381575465456,0.28218671743140794,Pass
Piranha,1.4675132452278374,538442.1918630502,15.54316463642825,393884606975.4521,7.355340818576282e-06,14.017768355232748,2.3626026064591825e-08,8.02490816445253,587.1065867396377,0.7749896500075276,Fail
Piranha,1.1919724622737145,903829.4109302869,6.830560639864465,525453551960.20514,5.524879325592889e-06,19.432945519780365,1.9513309745308092e-08,6.701511811608258,712.6336260684499,0.7209799578919469,Fail
UV/Ozone,0.272441401164476,95695.27192180284,0.5988476244296399,176481759557.58542,2.4732650804088684e-06,34.07016863090701,-5.536455878119959e-10,12.15199741708618,44.851751070487346,0.17282636010016625,Pass
HF Dip,0.36653313162875556,126631.60798467902,2.0004900923802045,283933612458.1486,3.0352021845176977e-06,34.65140900051476,8.259276789442649e-10,11.392830491808033,237.9492458101596,0.2120875370683472,Pass
HF Dip,0.4389660500342595,278909.8265426732,1.7689581475915246,186593262611.43658,3.201813694485056e-06,41.31282949854192,1.6099331046233968e-09,9.502605208400501,309.90440495108106,0.20343823228633207,Pass
RCA-1,0.6823635245147692,408508.3415985952,7.364331238930527,218850638791.7914,3.1297439074387893e-06,36.92258882359447,4.921771246785162e-09,10.325291204202502,73.0634235336602,0.2884186941565075,Pass
UV/Ozone,0.3709474135661817,175932.29037689144,0.8425632524638964,97981424561.98888,2.4661280804187466e-06,46.81080238549096,1.4800371760455762e-10,11.608869548078864,70.71579107604622,0.19257889469971837,Pass
Piranha,1.0267877028732018,758697.8459951392,12.529923073183262,519101729188.46466,6.387378153944389e-06,18.95044940957109,2.6762270386511664e-08,7.50295161515029,780.5590836033059,0.7205237517147961,Fail
HF Dip,0.6546891825895714,175377.59346289962,2.277976133159692,188027407996.0664,2.6477679063732973e-06,41.24726761189119,7.297323239676555e-10,11.085402304511527,91.96711578066373,0.21890287803611028,Pass
HF Dip,0.5943020463671765,216320.2509400773,2.698011088752633,174151073416.37952,3.4358593415251e-06,52.62462891299095,-3.2763353063962635e-11,12.44711371447941,428.2212443527229,0.27969752638046186,Pass
UV/Ozone,0.02575966797805862,-8103.558071451163,0.8476262546107038,158852583453.6581,2.4875885106648164e-06,47.97224824154984,-3.31796533198217e-10,11.539500090368696,79.2213838094015,0.12083969455413303,Pass
Piranha,1.311691237309233,694940.4431909095,13.397954017217165,784200666539.7274,5.609453568892796e-06,20.570177767288246,1.8336979765973314e-08,6.39432365632933,966.4420154472058,0.7359253301838675,Fail
HF Dip,0.465075939270605,215601.00703750772,1.9896379795405519,163479147002.3894,3.7066224634349778e-06,32.858919717955814,1.4853217528097546e-09,10.622750789725472,233.6529961158191,0.21841859195593777,Pass
Piranha,1.1526172412993967,601595.9582591205,7.74071429993043,655973168476.1827,4.568933350186581e-06,16.115032536654628,2.0363142111343597e-08,8.055053059913103,175.89407797967365,0.5783781807713885,Fail
UV/Ozone,0.35815370612856373,121147.38193152705,-0.07321486065830973,86444939941.64343,2.24063483023579e-06,51.84149586922459,-4.3351695281301485e-10,12.754893615965225,16.454381196792415,0.13468903905105117,Pass
HF Dip,0.3154659963752874,236240.59964726135,1.7667344533517764,166505871336.15527,2.687572346307145e-06,32.55779891836227,2.8231572003163796e-09,11.485245528200537,205.0000314477513,0.21012197818716272,Pass
UV/Ozone,0.5015891160493923,9154.587013047985,0.6080754852008794,98308024722.11644,1.9234247438671654e-06,55.59314691865293,-2.8608143343381617e-10,11.829485702393447,59.3485158891759,0.16164588246554096,Pass
RCA-1,1.02311366144051,257604.923682025,8.243586720893061,385792896099.2229,3.148214090501951e-06,32.17630590707406,4.477380138932328e-09,10.66531840491424,315.5566268582935,0.4535859860609396,Pass
UV/Ozone,0.3277286707657949,72767.50104396376,0.05912516843793597,6919476005.791176,1.2607579031694764e-06,52.1995526526563,3.972385224830802e-10,11.529305443452085,37.832708349353766,0.1484724865399981,Pass
HF Dip,0.38887961758425516,47509.41217900244,1.3620975849004864,275320408620.27124,2.735535224370086e-06,38.08439829942989,1.262292062586582e-09,11.53580917490609,267.45507869423955,0.1926080398643342,Pass
UV/Ozone,0.30237511856008326,39347.53735946311,0.6886439114236642,34336820089.786507,1.8519738696553833e-06,40.35795920633605,3.2150898615917036e-10,12.041679974393054,62.37315137817495,0.13306250412475376,Pass
Piranha,1.4848682774406528,618683.0280559646,11.319429711193864,656766316778.4742,4.094080635691164e-06,14.954871979223096,2.2875680163410162e-08,7.95449322176786,237.4585273311249,0.6580934909511158,Fail
UV/Ozone,0.3145441295663715,182712.73156604747,0.4003297149285532,34708162841.295494,1.8228876338746599e-06,53.84033277698828,1.7507568884431246e-09,10.803700565424435,57.82502544620753,0.13223598000421816,Pass
RCA-1,0.7375386314654685,276304.54417769436,9.37278627918175,299442580432.2516,4.031374147634201e-06,32.156287689283296,4.2114849727280615e-09,10.6571229476364,517.8721340800467,0.4143316151641969,Pass
Piranha,1.483917026794184,619883.0309820123,12.346755751020874,570206441274.8693,4.929887708213031e-06,15.544901028809809,1.079355311423386e-08,8.597062045457708,363.16454626163267,0.6585477848415133,Fail
RCA-1,0.5009267653468605,443182.58707490255,11.015445774366338,458354323263.7123,4.607836234040864e-06,34.99921600883447,7.428236436142983e-09,9.697997561034875,466.5206275395086,0.41520423707990306,Pass
RCA-1,1.1112854121191553,358539.8717152376,12.667164820998341,348594900114.3478,3.9510664190313135e-06,22.84975733710951,3.909260457350429e-09,9.456701740743762,264.0281887843714,0.42706433076627326,Pass
HF Dip,0.37019130884971985,156761.68862913968,2.812268133784996,120666714419.58875,3.5579106676824673e-06,36.49972073297848,1.1931612325766797e-09,10.173772469996202,260.29814020259886,0.19109329915294487,Pass
Piranha,1.2158978057561745,693467.0042473468,15.443133692358996,484988984918.9003,6.465945970035145e-06,10.211276778988214,2.0268807007091488e-08,6.47955450835278,458.4356551545304,0.6531466885927721,Fail
RCA-1,0.9341446709570627,199982.82593843204,9.583507566212289,330034738684.08734,5.211749773077696e-06,25.821976762641988,7.003693291476664e-09,9.82277015622853,400.7894399852056,0.4612982651771141,Pass
UV/Ozone,0.3529099519631649,102160.04172034838,-0.21444093565878786,145084301262.59937,1.9932196975303176e-06,41.16185978237711,6.466468186854202e-10,12.111292594706299,63.50064381822217,0.14144208084666068,Pass
HF Dip,0.3801758087307031,196876.33435428698,2.049955111907169,193496878445.36008,3.887279884943859e-06,29.833846809710025,-2.4093627581640674e-10,9.989255441195594,120.39818194096496,0.25066225045364376,Pass
SC-1,0.9177263430968571,621251.8364513889,9.017576929540981,374908986404.5356,3.6023587029545946e-06,22.838798840402372,1.338856809889532e-08,9.031971081075747,389.0548052752194,0.5409225376886224,Fail
UV/Ozone,0.43181388507157825,54781.256350425625,-0.1887671050162909,108029251167.17767,1.6806990727545493e-06,62.97024760487828,-1.274205508384085e-09,11.761467249236578,22.504042995984083,0.17097447388891257,Pass
UV/Ozone,0.3840857635140581,97465.40728196947,1.2709863156360264,83475724131.781,2.231030219812977e-06,46.18640518893446,-5.994561945123019e-10,11.9608002031692,37.44093107970817,0.1751628761396241,Pass
UV/Ozone,0.1895391035535396,19176.621667823474,0.3170913976990182,84411216423.58276,1.4363853195244615e-06,48.86040098301214,6.643863183711961e-10,11.87139194011974,63.52979006931213,0.1495884891027865,Pass
SC-1,0.8632037973716336,403212.42482290306,7.409671741290478,476077954577.9693,4.355403197382462e-06,24.395593562492643,1.0473013695980604e-08,7.820642916961037,450.6599562622541,0.42387908228532056,Pass
SC-1,0.7468558484883842,303713.51933962066,11.225383115019083,489460535020.5757,5.123799941957576e-06,18.129992588308905,1.3697296920275278e-08,9.367956225499837,304.98748837864036,0.4252945298951008,Pass
SC-1,1.13202661763008,512607.2255608543,12.464548713929114,459967638898.723,4.833812998063881e-06,25.49926350963943,8.782086837007397e-09,9.81324372153741,388.1039312155138,0.5976788273518298,Fail
Piranha,1.3961803016854535,626033.5965528539,16.315057684814875,424710275467.4253,7.329073440335732e-06,13.991568435775825,9.776552252723665e-09,9.21731502006757,312.89618881457613,0.6755259642738947,Fail
SC-1,0.745264333410915,481387.3467872679,5.713077254107953,539589494652.6897,3.756965495394661e-06,22.229308968188022,8.725007830229704e-09,9.944648522133301,309.3731773131014,0.4412285787910185,Pass
SC-1,1.0488276805335155,648267.561528404,5.006112296208622,553002103117.2616,4.5947387014294905e-06,17.05999376319476,1.3936740883410065e-08,8.674320980504879,799.1021824019875,0.6621752754423974,Fail
RCA-1,0.6841659386433067,309515.5278036592,6.481473860850391,253940284323.00012,3.7228253177063124e-06,24.724704663039674,5.841202804656061e-09,11.429422285152043,394.1013583777524,0.36897007619353167,Pass
HF Dip,0.6686471002120575,293623.44516832696,0.6498717711745381,295317527030.58075,3.5294679951010433e-06,45.572055182534505,2.865286226258988e-09,11.23450106063293,50.29199429993904,0.2748819512807921,Pass
UV/Ozone,0.1401324444237264,140854.86928367685,0.01604929917200143,46767426341.74759,3.189288422765077e-06,41.94059579269706,-2.9424553557436677e-10,12.123547224460363,-5.749786146437355,0.13711707790295846,Pass
Piranha,1.363168818895064,546290.1510161186,11.679392934467243,793558422219.078,6.633679041613659e-06,14.451661061220634,2.134939439809054e-08,6.267045436486825,524.43794263094,0.7474832649096878,Fail
RCA-1,1.0175865882908788,307641.60035153176,10.38049250700359,257724137565.38428,2.9645672567909977e-06,40.403546521428595,4.235660359985017e-09,9.235407096223279,10.597437586791003,0.31642281159534924,Pass
RCA-1,0.7425905844631879,261324.28544584292,8.716547664389328,325951131498.22363,3.815731186949677e-06,10.215511309531909,4.214944483042202e-09,9.529336601551869,258.9761768909124,0.38887909650901753,Pass
RCA-1,1.006803276323117,326683.79936973366,11.156242218153126,283674052713.00397,4.1789032767190695e-06,19.900729570166895,3.9032618534817845e-09,10.519697304978896,390.56755414268736,0.48055856566644267,Pass
RCA-1,0.6669921361758663,370388.8435935891,8.707849249927621,281564017724.41327,5.053746770475516e-06,41.176531110653706,1.8562839652974935e-09,9.231583199676995,4.759910979435382,0.2632778929216077,Pass
HF Dip,0.4503733484197875,133783.93998489756,2.1349974216671685,199083878661.6831,2.2865875191282924e-06,41.759152116526394,-4.958351579263932e-10,11.877898175237464,151.91038114836556,0.17776879377003146,Pass
SC-1,1.241266346395667,420455.7212642753,12.10900740136118,391588895993.68933,5.1748034876223046e-06,16.318775099067476,4.874412977451548e-09,7.717966931762094,271.3801229227383,0.5188363726993638,Fail
SC-1,1.1933879015000546,441366.39133901347,10.29952887758821,664244978465.988,4.857786199375524e-06,22.859241877844592,7.122515529740493e-09,9.817226869932316,544.2429286538429,0.6600801131318729,Fail
HF Dip,0.5034394319067057,78232.82257809138,1.8014656519819803,128446147625.43826,3.6113006826031944e-06,39.930670791549,1.1906944244418401e-09,10.44992824686818,162.5374493497097,0.18780898196695056,Pass
Piranha,1.1329715432938632,633678.5815490746,11.812845947997994,600944563034.4518,5.746509708995558e-06,19.291045998361124,1.7040653651327827e-08,6.001051026801831,695.3170926619662,0.6754850497031688,Fail
RCA-1,0.6982262492737517,248502.0592828109,5.5931076760559035,440335485709.7045,3.552999057148344e-06,34.082814449901214,2.9080456477881074e-09,10.974179669501957,280.3973419451394,0.3695552042530232,Pass
UV/Ozone,0.3497882294296447,100023.976825189,0.9278444419097763,57790901963.76735,2.850373574919537e-06,57.796662587510085,2.9113084029655456e-10,11.700758930552436,0.6016154679215617,0.17685087601002936,Pass
Piranha,1.4607996512529788,665985.5366285823,18.57297005985349,623991001193.0533,6.834003228110248e-06,9.013232959984176,1.900564382322698e-08,6.416362474179914,621.1431544362911,0.7464265328899499,Fail
RCA-1,0.7536353305826703,356645.5637077701,9.198581637782867,239350658873.14987,4.200098861370061e-06,36.26945784437557,5.610673178328334e-09,8.22104761805459,491.77504563659954,0.3925184891301954,Pass
HF Dip,0.6127006885649542,273514.5374648156,1.2820817529128075,152859902919.2744,3.5958666904955624e-06,44.74045230208867,-1.3146809654723562e-09,10.791139474009219,97.5059210290177,0.18051497286825285,Pass
Piranha,1.0848428071152723,727317.2142085815,14.574635124761011,375809113036.08936,4.908251134502184e-06,6.1356965306774285,2.2559175125468813e-08,8.868388580486407,749.4416966912842,0.7195674565274001,Fail
RCA-1,0.7809577235182547,273876.56611238816,9.212403918110466,319174813846.38727,2.6126985739399235e-06,33.58917134058529,6.317887381437943e-09,10.845794875297523,608.016912333889,0.37938208776692506,Pass
UV/Ozone,0.28040332155229947,144499.1749935193,0.23096312194395038,135937847687.89949,9.427407028405948e-07,50.56376161588841,-1.541123544635818e-09,11.43229095955773,60.72264921449566,0.13555172191375037,Pass
RCA-1,0.6116630467820999,219217.2017555603,9.393762648983571,277259060792.50964,3.6371247749205357e-06,29.46555042985682,7.17175326074633e-09,10.676653657484934,77.03409030887042,0.32670841928607364,Pass
UV/Ozone,0.3277013413217821,130876.25855813711,1.114824309352161,132870370656.32526,2.332410707918953e-06,36.201069284011986,3.350906044720871e-10,11.624756015269924,17.126493131390177,0.19141425534311515,Pass
Piranha,1.0358076155825169,764516.4784062089,9.594418539511011,687661407950.271,6.959279286052606e-06,16.801386810170765,2.257080130791003e-08,7.17197510252903,418.4943111510129,0.6921038833180603,Fail
SC-1,0.7341563374171631,518661.7212538745,9.31315161873232,669474445714.4423,5.286678396005777e-06,16.825889913699804,7.750974239642349e-09,7.581088351067889,701.5688919300352,0.5815807749022526,Fail
Piranha,0.8772119658678206,658336.966756364,10.5087796468072,805718824514.0935,6.176445691271595e-06,15.688523291379505,1.3284587073643179e-08,7.5283601709102115,775.4698154712851,0.6758075501349038,Fail
SC-1,0.9165334409507646,460033.7186044514,10.898658068643792,478138912415.83704,4.316741783526097e-06,12.627051105493745,1.5838553896405624e-08,8.012251370413926,389.18891943206495,0.504978262686897,Fail
SC-1,1.3487447176163294,458971.8036063039,13.67035666417995,531097180102.92664,4.642981771554255e-06,22.4150832159123,7.2761006975430585e-09,8.099829094264308,366.43094108073996,0.5740217614776154,Fail
SC-1,0.8424588879787993,295146.29944921186,5.279556355873442,537041787075.47437,4.2344652619280524e-06,19.022247221213476,1.1941501962806764e-09,8.379836963600189,251.25486019153985,0.39846646717588796,Pass
HF Dip,0.8305699992044605,149099.23648299012,1.591936023910311,230338235752.45566,2.6144527846001956e-06,38.78606453066585,-1.488016825220879e-09,10.062169326189922,185.64564475449438,0.23155004290624398,Pass
RCA-1,0.9692467394808861,168458.07955445597,8.268292442974616,159266412458.47733,3.9452461691863236e-06,11.478211982135628,3.590458934521283e-09,9.607807663937,197.36631431940503,0.3417266991827415,Pass
SC-1,1.273490573623061,377454.76984185906,6.4249041169751075,496488493527.65344,5.805617433564841e-06,10.123116697335867,1.4821545888564828e-08,10.05464478373776,503.70277361894745,0.6022307136220549,Fail
HF Dip,0.6022399240322465,196371.09218347262,0.9591839045699059,225052952967.44952,4.148224983788365e-06,45.344926259797944,7.030987910858987e-11,10.962682818203989,66.59470027989764,0.2445247682186804,Pass
HF Dip,0.471409158073943,220068.36245592087,2.2695218176382728,79351228474.25676,2.2698934503402064e-06,47.85099095147014,-5.121729142812775e-10,10.831945939860084,135.0593535071722,0.1828105721278385,Pass
RCA-1,0.7170531990502149,346862.2049724812,4.569402954219139,343295886766.8846,4.230011399256309e-06,10.757261074754396,7.249627257940701e-10,8.61706743725357,339.07648840994284,0.3582758242403409,Pass
RCA-1,0.808196207802168,438450.4693517741,9.504153106939134,402743310956.14417,4.812174301028454e-06,36.7149219920952,3.9346120421755346e-09,9.73181301883107,232.44988494942197,0.38609887497722206,Pass
Piranha,0.7783006692506913,799376.6444145299,12.065531726152233,701646807520.8416,6.045525005858572e-06,14.202816852872424,3.2658992460889644e-08,9.67780243073538,519.5173633537959,0.722972043492356,Fail
UV/Ozone,0.34330865565669694,55532.00173516603,1.2217443138368815,235613288178.23807,1.8223338602139054e-06,57.04951432863354,6.232326588227576e-10,12.549503773399929,71.02456966977097,0.14845341877104565,Pass
SC-1,1.1323245254769347,623413.2123077627,6.17687348203054,549651084627.58655,4.215868178980616e-06,21.38009449072822,1.0955629154935981e-08,9.871613742034674,225.1284410242258,0.5713732505067218,Fail
Piranha,1.3006149977531414,522897.7458629413,11.85257991515831,535101576595.9607,6.009893993265954e-06,20.70190936122024,2.119488164155208e-08,7.336800568027746,351.46424863697126,0.6384689735541828,Fail
Piranha,1.004413610360202,478264.46354906965,17.96220748166072,681371026104.1205,5.242916110046368e-06,20.349575748495486,1.7239416866664898e-08,7.628989868647182,885.6411599069019,0.7585274077812547,Fail
HF Dip,0.6056256615354131,346988.1675054907,0.9662650743935021,268266863950.4418,1.6234395212905741e-06,40.12033600303042,7.108176034493263e-10,10.475611278640804,182.5164736411704,0.2645266361447737,Pass
SC-1,0.8549632037993672,360437.67958461837,11.016525192074479,516515475964.6362,4.950583566847478e-06,25.114187832116475,3.1362235012014795e-09,10.305593384899959,336.5429346979161,0.4208956524115191,Pass
Piranha,1.0756244095168468,789532.026329599,14.650843462450887,686234487030.1497,4.77278831839103e-06,18.322316921003367,1.3774747854308325e-08,8.79210371340832,341.9380500875127,0.6763567081359091,Fail
Piranha,1.7057965698410569,724377.2221604751,4.677790611482411,782915743305.7927,4.819173166827652e-06,13.795283976094424,2.6370121044343197e-08,8.063154749801862,399.4941217981958,0.7349915494107745,Fail
RCA-1,1.1293148890059144,145361.69376795858,10.590796494485977,304171486403.9554,3.600951075809753e-06,40.38122308431606,2.528196963160524e-09,10.466529151144266,157.34415905684895,0.3964676039541843,Pass
SC-1,0.9479583862814372,643388.2399964447,6.3904145171077875,628174530488.6582,5.392411564533894e-06,15.013400682388264,1.3783743276660368e-08,8.776175940406308,310.04219010061655,0.5957390723498843,Fail
UV/Ozone,0.27918615131054136,42715.90746312169,1.2584486063496743,94294686396.75667,1.844511338994261e-06,39.47616858623378,-2.093099629920421e-10,12.307988259133774,121.29492937130091,0.11660278021432086,Pass
UV/Ozone,0.436957331810053,61073.469890774046,0.8392863594876258,63749359378.36435,2.2981217350208487e-06,60.279728605355025,6.947682082772096e-10,11.398603453495344,83.02979275380102,0.16990422718678413,Pass
HF Dip,0.6062947458403548,181691.11090063874,-0.20503204445268708,192397545917.76562,3.1666075398873736e-06,31.414741951580066,1.974470598869239e-09,11.091648532349941,101.5828633136747,0.19864870155692305,Pass
SC-1,1.2387140021236926,476196.05984184454,8.038149466576161,394308059010.1303,7.111261140687693e-06,26.196241423614264,7.942048816732716e-09,9.766120378603548,479.65606730046426,0.5895307265176845,Fail
UV/Ozone,0.18985604312600415,141006.2936130434,0.1963488571411134,77357537963.89105,1.9944688075556766e-06,62.63645446001378,1.7476463363943237e-09,12.758400811551217,48.169383704077255,0.12215349615337208,Pass
RCA-1,0.9536898156188894,293130.2698690059,9.819079434946996,356648551928.2617,5.5464840594883865e-06,38.34743259693477,2.616406256326926e-09,9.670240694942063,161.61650711975165,0.39198394567663075,Pass
HF Dip,0.5558515055616438,243249.77471426688,2.0458139430024653,187415294504.83298,3.0885497828855633e-06,31.03576977681364,1.2178503124266557e-09,11.006251129041058,181.3035281592085,0.25985359970160893,Pass
RCA-1,0.6686434984056977,223332.23027252246,4.9811820800426965,219715348989.34155,4.1866102329634e-06,39.50849147735146,4.945145335041733e-09,9.161501226219775,440.8236802119109,0.3125915311199932,Pass
UV/Ozone,0.33975907874538336,97948.03662582849,-0.13781732244896616,51503213067.319695,2.1204481738431466e-06,72.42483148800115,-2.900497641226565e-10,11.52539604189879,83.3820238623145,0.15625218952443445,Pass
HF Dip,0.43930056991442346,-9736.978330568487,2.141431742629733,155929938640.09695,4.03522433493419e-06,40.72890925943876,-3.9663592559705605e-10,11.211378396815254,158.94881780112212,0.18549796426886206,Pass
RCA-1,0.6237683823995305,338973.8007578746,5.610618109794812,195676238599.2328,4.698998016722563e-06,33.855580230022916,7.879983504079982e-09,11.721078896431251,325.1199032827932,0.3743860851324417,Pass
RCA-1,0.8533884268759666,281119.55306592514,7.49064399485254,270869733822.76312,3.722078599219631e-06,30.26391232601832,2.429071484978078e-09,10.099273756837809,355.7024953259938,0.37051637675369814,Pass
RCA-1,0.913581315804241,347389.7004932009,9.73278905471591,307747809734.03973,3.4189050628018915e-06,42.299639800324506,7.82988585433903e-09,9.296705155178692,475.2642277408505,0.44650217850359486,Pass
SC-1,0.9814008224949604,418598.5370598139,11.667508636766335,423537992037.41327,4.157756734912367e-06,17.222002546842127,6.218021142605528e-09,10.012053223573073,302.65510560825635,0.5038289795177667,Pass
UV/Ozone,0.42653470258690496,142022.39056944556,1.314452656127936,89043320459.12914,2.4171634342129344e-06,53.71552110636105,-4.7437751130098e-10,10.988475472250933,-9.125876275535859,0.15143902869837877,Pass
RCA-1,1.1033490901614273,255668.51628248172,5.165050798444006,371612038930.9029,4.182163791379061e-06,38.5707207479227,8.37314788910579e-09,9.934865876929162,60.310171651535015,0.3328070841654186,Pass
SC-1,1.257733616065815,413533.1909704815,6.218851502084088,587207187071.5656,5.130262304382088e-06,29.302608583457406,1.6504384484966878e-08,7.972295152941853,277.406162394174,0.5436582551338422,Fail
RCA-1,1.0434045010218087,333087.70570809813,7.998167992598627,249144374188.7017,3.7307857419948874e-06,36.753541321171134,6.089206563083088e-09,9.449724386874198,154.65264226923173,0.3889949927590349,Pass
RCA-1,1.1300497571071495,299294.1770774121,7.524073517492168,327609780492.137,4.969838597421687e-06,26.321494173512278,6.588701417855709e-09,9.059999494197374,342.9873607322185,0.4195116350298575,Pass
SC-1,1.2136336529398724,410216.2713311585,3.644104258112046,416349248903.51917,3.3523232089362666e-06,27.674325668433674,4.446038085204838e-09,8.12622429935591,596.0961887560954,0.49754696516228947,Fail
HF Dip,0.41511240439851904,141463.05373306238,2.4203689653934055,73800753653.733,1.5945870256351536e-06,31.252169685056334,1.5411926265202096e-09,10.939341059251062,146.04258782018852,0.18786546068891216,Pass
