Cleaning_Method,Surface_Roughness_nm,Defect_Density_per_cm2,Etch_Rate_nm_per_min,Interface_Trap_Density_cm2_eV,Fixed_Oxide_Charge_C_per_cm2,Minority_Carrier_Lifetime_us,PN_Junction_Leakage_A_per_cm2,Gate_Oxide_Breakdown_MV_per_cm,Pit_Density_per_cm2
HF Dip,0.5457939211481019,144320.87801158795,1.822227169340491,243076882551.58493,3.300653486295225e-06,47.364704771575475,7.277370293629257e-10,11.918520490043466,190.7256976978417
UV/Ozone,0.2122716091488987,121182.57795318251,0.015407772896642191,62102850444.010155,2.251444813586141e-06,55.82120708266966,1.7247171261879586e-11,13.045873414767962,42.88728584886276
Piranha,1.5012603909998972,428795.716259947,11.493244736296909,604416458327.4044,9.25578196254396e-06,12.687646294231396,2.025390704648795e-08,7.10490806293137,311.24560663773076
HF Dip,0.42374834736568795,251169.78609646208,2.334781170254541,260265151535.69748,2.5641805006883387e-06,38.7927898232298,1.2534135609841603e-09,10.573829417808009,131.9102024188835
RCA-1,1.088870860618929,248151.97681392648,8.081059257740453,383782219354.2654,3.010052044382156e-06,23.26423513086223,6.8123411999005e-09,11.24820752610212,698.46452739833
UV/Ozone,0.41960090891092083,117574.36170277241,0.5798535083049319,89184607520.97836,2.865597479305631e-06,68.64473968863811,6.988634706645267e-11,11.458304466158824,31.406171336675985
RCA-1,0.7914171605112197,284822.6984240913,3.479139999876616,239914134562.79727,3.75434988801852e-06,33.64609133392347,4.807457472400656e-09,10.434731458516486,400.34033213860005
UV/Ozone,0.25901454615601804,77333.12839307415,0.67854163057474,76319797151.8171,2.1518282367631392e-06,60.33956986812784,1.9546713127785542e-10,12.831936562218864,77.0246829262709
SC-1,0.6988177296857225,308974.7477000025,13.967772309775615,559141423489.4983,5.468742183947969e-06,18.7921656853972,2.0577042729362495e-10,10.19308814305482,711.6215594506602
UV/Ozone,0.413727866689135,116464.96061367501,0.4551920997552021,144140327885.40698,2.66853776953411e-06,52.53331299642582,1.4215256377248423e-10,11.171966993225418,47.190483254132005
HF Dip,0.3438731570384062,45053.172262229404,1.235803630856226,153769920528.8773,2.453313860049508e-06,41.80876385409828,1.0087486658412578e-09,10.814268928238024,13.357280642826055
SC-1,0.841804833204397,512456.3064436082,11.584167148264156,355245541695.2608,5.17607421259746e-06,21.716447406416933,1.542758492720878e-08,10.872589515441907,702.1325066979101
SC-1,1.0562890471415787,558585.0805817936,13.409164232619219,567161657203.591,4.0258325649570105e-06,11.901577173136497,1.2863135086025428e-08,10.902618198369831,344.86717841200584
UV/Ozone,0.1074780164998684,21813.813116325167,0.7802093578818994,236184387720.18243,2.650567351041595e-06,43.449433900195835,1.4510181223731846e-10,11.909339540677355,26.033640210684705
HF Dip,0.4349282311013768,175171.7606570201,1.4515375141334432,144358224315.622,3.5330033171981057e-06,36.326806315264456,4.458889664931207e-10,11.07152482886078,190.39957774240088
RCA-1,0.543123474045922,312501.4720911388,7.5097374520519615,324145973277.60205,4.855718876151188e-06,42.41793002192618,3.081062216463582e-09,10.557597283674438,555.5334762989564
RCA-1,0.9165439977823324,310408.27789377444,13.95012241169634,277759995709.21185,4.257121671365987e-06,27.152347815042035,4.486908537327263e-09,9.465798627318497,227.88000171223746
Piranha,1.189946555995345,594128.27811533,14.33393896871052,633451644013.8455,5.427446664188089e-06,16.197068537088214,1.5080169343490314e-08,8.08221738446432,847.2850999954131
HF Dip,0.8047098906031653,243033.35018102085,2.6435938692879826,249288648629.65692,2.945595896706782e-06,27.133591201827496,1.0414181955427544e-10,11.329108555759058,73.06608576139493
Piranha,1.479043293562744,571995.8900954808,15.399905064947465,407612884505.35223,7.01120398052495e-06,14.107930345727159,2.378369021337861e-08,8.153939477195317,563.7763839132967
Piranha,1.188360115610717,858495.3263353498,6.83199499581149,537758557525.3689,5.6599226706524975e-06,18.26613951909508,2.001431118749141e-08,6.486209903851262,728.5010449540159
UV/Ozone,0.2576416960892658,145574.52777802176,0.6170992485763511,190755835029.33972,2.239951906536761e-06,34.52861632541914,8.013741848369774e-11,12.239947507503382,30.335001853468086
HF Dip,0.46936217777113953,93488.94803323643,2.0424935256978793,254704261085.11377,2.8468860421041954e-06,36.96136987541715,1.0920911194649493e-09,11.440510735836938,192.4631096564129
HF Dip,0.3664257909106011,240751.3369834532,1.5597351221343922,175809711468.2053,3.0909127291289356e-06,42.07030134272277,1.2812660301939643e-09,9.51693516353086,292.17186308174246
RCA-1,0.6678958663325374,427950.3389724852,6.9033019940672,226896738129.54907,3.129239226384277e-06,35.90922127611138,4.228732380262451e-09,10.269864821201269,77.90126934823243
UV/Ozone,0.395143737410158,165966.59946513386,0.5948937330539572,116770769136.0828,2.359949450312413e-06,46.524795242400316,1.1878153817635222e-10,11.558988672972232,81.33744254915985
Piranha,1.041287258411426,745786.6401754235,12.025156925333901,523909956644.64246,6.460379905158869e-06,20.132910225441044,2.710732936387429e-08,7.347256563104493,817.9505911653109
HF Dip,0.636377443194098,194569.2663793587,2.2999892793285994,208750607411.57904,2.7364336541179304e-06,38.18853056938042,6.991505038742737e-10,11.162954057447442,93.3199676429003
HF Dip,0.5986080726584896,250494.71608552255,1.890860916464657,154556207163.1964,3.557203666394612e-06,52.44990342167614,9.10837326022323e-10,12.123696555914794,370.1028635625761
UV/Ozone,0.1010730533838716,22972.101406465314,0.5628051383641206,118643800442.62187,2.443146597310734e-06,49.447410042703474,2.498358120107147e-11,11.590747929703163,74.56518117798043
Piranha,1.235123976859869,682181.8745147524,13.669102462630613,762992429752.6411,5.643489902877459e-06,18.644250424360383,1.722390852845528e-08,6.730823090904783,946.9003671225611
HF Dip,0.46917563632016995,217608.28385898934,2.535180008486587,156799914122.55145,3.7454963476910827e-06,31.500479030484627,6.499381004344335e-10,10.584535777856733,202.9604293161522
Piranha,1.1147813973576324,614903.8401392644,7.638080317658987,659308427491.3372,4.338494068620604e-06,16.944876681355098,1.86206526496636e-08,8.030350656120424,168.53325306910887
UV/Ozone,0.38382023272743093,98348.14227247817,0.5783672066422434,94602546229.37857,2.3549838275846126e-06,50.87198422206619,1.3774057369252845e-10,12.208347112122233,27.087508486770695
HF Dip,0.25848532850152695,224258.86059973948,2.2521717875814975,131361158024.07559,2.56825568644923e-06,31.38617768048229,7.972373540652678e-10,11.568633512539282,193.70174935550125
UV/Ozone,0.4909692915802434,26970.625145202197,0.48883913787595895,109905612948.8852,2.008110129804222e-06,54.90793931950908,1.0882016486430603e-10,11.67398338606499,26.753587539388548
RCA-1,1.0005330532341068,285932.7965476649,8.546749395204332,354357127919.8733,3.4065557566934194e-06,31.98385671042815,4.986268958031337e-09,10.595208766916127,323.48927151844526
UV/Ozone,0.3664946981128951,60427.44671141929,0.5245841100494656,29705228475.330963,1.4921255488665905e-06,54.81991217849557,1.6583959741275264e-10,11.730916548831056,19.58742024165746
HF Dip,0.34396104287138496,60187.21276291492,1.3792908124183245,281285611505.0684,2.8152920738237776e-06,38.563660788072085,8.795040191436693e-10,11.59612135824935,255.01384104156793
UV/Ozone,0.27679135992608106,37007.994252870514,0.6523983426257028,68852697038.7745,1.7498162327630064e-06,40.43638057756858,1.7017098271743908e-10,12.210385718340532,66.84054173406439
Piranha,1.4365858148612014,581509.2514765243,11.422082256383327,653559825161.4492,3.989947559172706e-06,15.819438124136518,2.2936120737041358e-08,7.819021662600205,264.8059751118229
UV/Ozone,0.33783844298551213,170866.3508411052,0.5886180804147291,60155786495.58736,1.8619403372474088e-06,54.36830296846212,1.4433184681247101e-10,11.242250626676666,31.397838957997823
RCA-1,0.7553788136001472,296639.34192689107,8.946563009065109,265913558880.20407,3.931032109071433e-06,31.116627160701626,5.14483536259954e-09,10.82304251989535,493.8800609605622
Piranha,1.398470090577095,616094.1665095631,12.175982045775955,561904533940.7914,4.917513634304298e-06,16.28399786473957,1.1647904500651786e-08,8.710646817972847,358.26722788581634
RCA-1,0.5402402980298111,465648.7633843725,11.126871759716424,447532790260.21704,4.65026435601826e-06,37.51300810344135,7.262408609587535e-09,9.926831436191765,476.4149566816128
RCA-1,1.1163274717623146,320606.17748168844,11.438170157104725,342902617485.56104,3.8123819639529955e-06,23.777259201254616,3.985074190646401e-09,9.476066237898594,302.38717135178496
HF Dip,0.3280266403772322,170005.37103458523,2.7156013115088853,142667157387.1183,3.365168896409517e-06,37.29347637703112,1.153493178673048e-09,10.256920184832742,228.25039427266395
Piranha,1.2122734129595327,688578.9490159166,14.878585590965026,482489620799.458,6.301090405702342e-06,10.451205971745022,1.8462882426092695e-08,6.262952725974042,499.24107041868785
RCA-1,0.912524268647608,192725.58465616492,9.863277287050314,293041531320.28925,5.2615414573676905e-06,27.640082674875803,5.70124259129296e-09,10.016985736786317,423.6251329694058
UV/Ozone,0.367724591641637,98404.44621829296,0.4652783528561236,144912031120.1808,1.901106274163635e-06,41.622237406147946,1.454594247665483e-10,12.040359945216933,18.889119684539242
HF Dip,0.3664512926154061,243064.69236404455,2.4448160753206385,213976485839.5877,4.232760724673673e-06,31.133387637620668,3.5577036395197475e-10,10.070070932193332,135.03718746995744
SC-1,0.9661823991158827,655362.7090751773,9.151237466822202,412209523316.42395,3.5707081117755517e-06,21.683479958444853,1.3189810081279865e-08,9.187994158104456,390.7640789152487
UV/Ozone,0.3703176571205579,65449.00934123158,0.05889892899603555,122393483205.56262,1.6221246197798664e-06,63.257079593243716,8.290088611579739e-11,11.72932020578439,52.74565840336631
UV/Ozone,0.3884681943707831,89932.26299219532,0.6045102904711777,118961644516.07947,2.206371477961179e-06,45.374887558802925,6.190036580925945e-11,11.982456031509255,54.60047954506585
UV/Ozone,0.21476533836992792,22425.861702924172,0.37695772299421487,67687127244.95834,1.4724501900185657e-06,48.450155069815736,8.023590665157743e-11,11.59976800350721,43.53805688677392
SC-1,0.8384891916900268,425784.78383496153,7.17953022438278,460347626098.3682,4.143697173004749e-06,26.29937665758508,1.1204983660225606e-08,8.027682081973483,443.91044370650917
SC-1,0.7639428787297619,335513.3398329076,11.248563971367076,507094098768.21857,5.138928228738742e-06,18.192771041223626,1.4175727176946966e-08,9.292340893916409,247.97507750025179
SC-1,1.1815111752174574,522077.1362200759,12.680768824698866,447603926182.2891,4.856453731244869e-06,23.024430724377005,8.607394529276528e-09,9.682530573076042,408.00681666137996
Piranha,1.446126936012988,637081.6427167824,16.296108497556297,436318315687.7028,7.3681666415670306e-06,16.378910672766818,1.2065210204280423e-08,9.042218196822255,312.80885607100737
SC-1,0.7195338934229434,469293.1513158564,4.858253831349131,540508027318.44855,3.5891766866196637e-06,20.824563646273493,8.559342736366368e-09,9.711785268097044,312.41048094770235
SC-1,1.0547458899049449,655963.1128271517,5.389099887461694,545512051678.5684,4.642191749128421e-06,16.913796061179127,1.3692467924771503e-08,8.730809120732577,822.755377190852
RCA-1,0.6891246199413757,295301.9045304849,6.0989641091109394,262880286133.53247,3.858202707048481e-06,26.96356703483312,5.398794145610972e-09,11.556609113045061,385.64247597691804
HF Dip,0.628676077674571,307647.03971889114,1.1615571237313285,286896185878.2136,3.547114616524077e-06,44.72223034823927,1.5542798670046493e-09,11.103194756288886,54.02251992607975
UV/Ozone,0.18192380480815284,146891.10566674318,0.24527196576075616,80712852768.44287,2.912203260175729e-06,40.45343780554898,1.0800736389855859e-10,12.217842162537176,25.89575114878282
Piranha,1.39026796506083,554498.1106613309,11.677605935399498,791192833914.0032,6.6824668789445666e-06,14.542051817643197,2.1509781492919344e-08,6.546973234467692,501.5665720764027
RCA-1,1.0318608893276384,326092.1197871119,10.217724307667684,258427964795.46326,2.8646552061893307e-06,39.94831598550822,4.848011762609914e-09,8.93744160891822,27.653384976991617
RCA-1,0.7390913024611687,246582.14472670687,7.976888959551397,367159253785.4084,3.860856055755875e-06,7.514655561366425,4.698692723958214e-09,9.615164782404772,264.795846851562
RCA-1,1.0083673178148214,345870.7913979656,11.181219189820869,320115698965.1621,4.22380684196554e-06,20.797981942878145,4.466028871346299e-09,10.289745039524462,411.6294273658176
RCA-1,0.6776321179314059,382690.6881566696,9.128573127238175,319009157067.02814,5.144746111138958e-06,38.46734211197302,2.416739159297013e-09,9.312512244440484,33.85045565612592
HF Dip,0.4526589289941412,135508.3167872975,1.810811646537276,190741001443.0583,2.4839389818588494e-06,39.32595873849881,1.0319309301073023e-09,11.719574957054977,179.49459128841235
SC-1,1.2452460506567744,451051.7581244969,12.290624399457762,389092726820.56226,5.192616110034613e-06,18.28291067958704,5.763949110207354e-09,7.7864763972455195,259.42233509679943
SC-1,1.22007636222085,449029.3155388053,10.180494763962269,658728307626.0991,4.7412131331364194e-06,22.676149383036368,6.50242636499226e-09,9.60898443823961,563.6688767080416
HF Dip,0.5335914595853777,95007.52341579748,1.8594275424614592,155155368913.47394,3.3555554316391447e-06,39.83147450813598,1.4557405384700214e-09,10.287071850048823,153.53534253222216
Piranha,1.122790367154741,642832.40165571,12.782077308257728,578009101005.9348,5.674814156595129e-06,17.37416203409548,1.7424101252942087e-08,5.57525893181411,688.4420723294955
RCA-1,0.7312682270275865,249915.3382488141,5.339611175351009,420544058315.9555,3.685538883365245e-06,32.35019448612602,3.2469362971204284e-09,10.89359244753228,258.9666333138256
UV/Ozone,0.3927118564479336,118888.29814103153,0.6369099833397103,73235200508.93204,2.729411696897155e-06,55.55854828215918,4.664749655184284e-11,11.971644550797752,33.91858951813978
Piranha,1.472381847818442,671175.5722827641,18.11085823091515,600308730748.1565,6.760334706744365e-06,11.413132387658937,2.003967344836152e-08,6.7454757019886395,612.8894940266745
RCA-1,0.7594828351765783,325783.29667517944,8.300663594888906,244403471369.43744,3.973207387120556e-06,34.22846014361726,4.901184441658708e-09,8.101598762315076,513.9415931579829
HF Dip,0.5290040388869982,274122.9435205686,1.878098101430439,188627259904.60547,3.2568168642128205e-06,43.898778217884406,3.055032782799396e-10,10.736251123624726,77.27741389983271
Piranha,1.1109785088026571,700308.5560263523,14.317045041156113,408686610712.0957,4.711174905664825e-06,8.86068047866863,2.176618929579495e-08,8.932789644525753,733.5089689300652
RCA-1,0.7459743670958732,265705.20573161903,9.008282305593498,304399858498.3925,2.6764255708445115e-06,31.643132471815825,5.985453619393126e-09,10.577829799536957,590.9939210673759
UV/Ozone,0.2526918361504542,126242.18564965532,0.4399656576475531,138033073692.0995,9.68576498682734e-07,52.20451477330075,6.316161967608023e-11,11.724908970600106,56.070533633064215
RCA-1,0.6557582624880542,237481.22728305127,9.195719755740537,259513875513.7076,3.4492430890233615e-06,28.319995687118325,7.104306953677341e-09,10.726323265310148,136.01607263104205
UV/Ozone,0.2990231786494014,128402.23834738338,0.8656428070038312,134649936110.47383,2.414786477551152e-06,37.06966516451173,2.3464082150365402e-11,11.671499014009274,53.35596249884525
Piranha,1.0797150075697952,761358.4169262162,10.202194619269736,682271331766.4963,6.982073436070073e-06,17.106449054574608,2.3501214391284877e-08,7.253530392840932,398.72332102111
SC-1,0.832778879125714,533109.2421488399,9.190356599290107,626713094062.0071,5.183753495431689e-06,16.168451740264594,7.802082247602531e-09,7.563458640730822,717.1594449411862
Piranha,0.8547249784792605,677741.6842761381,10.9665923206604,777590540168.207,6.0027344640026536e-06,15.999304368373089,1.4466316737383677e-08,7.426934430776729,748.0975681031648
SC-1,0.9816553573976639,495178.56963597116,11.22374877580487,486854734756.22406,4.280573387945794e-06,14.779226925968478,1.5162367548718003e-08,7.9378508938647,421.3339953573246
SC-1,1.3320206024455201,423688.42046549637,14.555448777339164,523546452538.542,5.112307688427271e-06,21.961871638295626,6.727567474075202e-09,7.965204715249412,344.5704980903379
SC-1,0.8678272685324454,318078.4261470634,5.515628617223001,527085162455.736,4.179401424052807e-06,20.73032612992969,1.2051849846750458e-09,8.388218098765739,240.4053925191149
HF Dip,0.7690211024176947,117351.37502300591,1.6934598003144963,215006137641.4904,2.6650843389960826e-06,37.97930866776024,4.997995243290343e-10,10.233432951901252,171.64431123027956
RCA-1,0.9296181997066412,179482.94672226254,7.994070497123355,157836511489.87848,4.10359426875311e-06,13.334123984696415,3.6365089525841647e-09,9.511147268403892,193.67252697860908
SC-1,1.2903056033949134,397794.90441149805,6.424455309917213,506426721176.86615,5.801702192516938e-06,9.916619032059959,1.4960435676699637e-08,9.914468475650061,529.4138522086424
HF Dip,0.6277502285221467,181690.2557178203,1.7283463592558777,225125905467.66147,3.966424029320749e-06,44.80515615382484,5.939855259931128e-10,11.02657832208238,76.41832063598955
HF Dip,0.5164364780847222,234953.7291463059,1.8395555267139672,89022747396.87682,2.453221724395975e-06,44.86658444386559,6.235889295359259e-10,11.056872936781437,119.64589334446785
RCA-1,0.7334059986440762,333456.26789224934,4.628543899064897,309397999039.0376,3.9720383820898125e-06,13.628854910015118,1.3806196145370251e-09,8.512381115498458,362.1460250885927
RCA-1,0.8185939440307491,446299.15186978725,9.260595298408642,377758865069.76685,4.653370410248083e-06,36.24636042300979,4.318276175520367e-09,9.679176482522042,199.96339880398756
Piranha,0.7918263084622768,788046.8185426007,11.583804757324083,705746993574.4718,5.893952250321104e-06,16.070683573443116,3.274115853788104e-08,9.67621890515768,491.79318284739736
UV/Ozone,0.3374968724703126,78364.6832581468,0.5122697839329905,226988787078.863,1.9545244350386657e-06,56.34019159896847,1.1001646649539048e-10,12.407280548922634,35.60715292784281
SC-1,1.1108685025372393,603807.5036032212,5.198779884829387,552982930045.458,4.256633532076099e-06,21.546449992479268,1.046652471825615e-08,9.5725064066619,205.60803331293187
Piranha,1.287647123474201,511389.91150081815,11.88860647797315,511073335991.50446,6.072010880348548e-06,19.56195369674836,2.103694805264212e-08,7.501997994668451,386.7178437845897
Piranha,1.0327539393279757,499952.53787834954,17.807045009235495,660249768502.3467,5.2428607879035e-06,18.25073412811126,1.8040839947510117e-08,7.095862941297259,880.0781577149999
HF Dip,0.6589500184789172,284659.9520381907,1.5040600793155157,256816774369.352,1.6335325636550806e-06,40.620470619196134,5.551016303586657e-10,10.503182030380943,162.66916592043893
SC-1,0.8043558767600658,347699.9863820706,10.487089112146105,498970868366.6282,5.002075021919367e-06,25.134002894254838,2.624197584843172e-09,10.010693715987806,351.3544919965364
Piranha,1.101194483537485,735516.0606904608,15.241764773050896,672932603753.2007,4.801657926896407e-06,16.982343303545566,1.3236777479708594e-08,8.847558404208993,366.081020195664
Piranha,1.7299886292520994,686638.1895312353,5.578096964373091,759273715003.6682,4.8535096296347134e-06,14.579491487746512,2.5622975734063143e-08,8.1010884915938,434.3472098007343
RCA-1,1.1486445939253633,149814.97455551225,10.176670419619015,293476118932.7578,3.5575504711452933e-06,39.78371809536671,4.337382727940996e-09,10.479989394529873,184.74250210534836
SC-1,1.0163135687644709,653110.8233145921,6.6505924738157765,625115716681.8861,5.660427202230534e-06,13.77017948933155,1.4908143533475762e-08,9.06286262061602,302.06309570555027
UV/Ozone,0.29691310050003716,52230.664373992615,0.8706440803350228,105918251616.57765,1.765561549970451e-06,41.07112034398688,9.696926448095908e-11,12.234379384834764,118.0251613441361
UV/Ozone,0.45474665543746284,104230.93788949694,0.6357733526455053,95399630017.14307,2.022730849202942e-06,62.53979653051828,8.406732412777312e-11,11.515584766718206,44.85438069529128
HF Dip,0.583287092827732,198100.95428187744,0.607874959699535,192958327445.5637,2.9925888729554225e-06,31.154328660052443,1.3175822482795427e-09,11.003261476643267,101.0685877936578
SC-1,1.212809843553142,470376.58954964724,9.394494747927459,409230659414.32263,7.264737732169755e-06,24.896899409122458,8.430947521317218e-09,9.689958371582243,483.6256946558911
UV/Ozone,0.1897161895802748,105019.71592500685,0.7432407535545192,76149138206.43155,1.8249758918037864e-06,64.86687320154651,1.269017439503743e-10,12.657661452257479,34.11948581936082
RCA-1,0.9191297168674953,311354.50894011115,9.81085488066961,333682590198.5493,5.174980402695344e-06,37.61961269558453,4.067413635438188e-09,9.855628714434005,184.8699463796971
HF Dip,0.5432429914100201,222448.279868095,2.655132301691664,183935132148.1285,3.1279057582598346e-06,31.57729581236817,1.4712124940573489e-09,11.076053742586398,153.53032790370204
RCA-1,0.6692251116173211,252872.07381141448,5.306724099181662,228072218111.67722,4.069619170367459e-06,39.76281452405037,4.406098446817704e-09,9.229261300511686,416.9759187608159
UV/Ozone,0.33379062556913164,111775.19124543507,0.5897785117054628,68682624040.350784,1.747362117093356e-06,70.89587311389016,7.182926550634687e-11,11.373365477395174,110.46010065729915
HF Dip,0.44637146658442534,1055.5359711070778,2.0567110317258095,184728504013.89542,3.868053677574107e-06,40.5206761402389,3.348994808123745e-10,11.208094717704567,152.738753739815
RCA-1,0.6384124367070848,330205.39938646025,5.565321844662925,168837600279.1692,4.447385784910707e-06,35.12284871510228,6.935417330911061e-09,11.88141545312839,331.33261886393854
RCA-1,0.8633180438943041,270334.84348352713,7.730721785885438,306646877264.9129,3.89978446457361e-06,30.282074670493525,2.530794752139285e-09,10.099794736520268,350.4854379354425
RCA-1,0.955416644481343,324694.8452430185,9.03605143408522,326571491545.02277,3.3806743912749436e-06,42.64587692781288,7.664470129143286e-09,9.480831300270623,446.90753005310995
SC-1,0.9709998889321878,400419.92916698515,10.920575473702172,470118830523.56415,4.094157772830047e-06,17.63867717707952,5.282065032394005e-09,9.812968168752114,322.4370744475716
UV/Ozone,0.4633673580054327,136287.76720956067,1.0325453427436155,95409448493.27736,2.325605003974764e-06,51.96770090087355,1.4848118646120234e-10,11.140675061693953,18.29129696164355
RCA-1,1.0721349351479665,246462.5601495251,6.062623939424349,378504607003.8634,4.054062213551685e-06,39.54099335077562,8.215087612497421e-09,9.988828108293877,35.173812596844414
SC-1,1.2669854572496764,376070.9544113829,6.769777206111257,595348444794.8356,5.1049221143568435e-06,30.478031619378488,1.682796784100337e-08,8.081093348404833,347.938440641268
RCA-1,1.0415688467447366,345136.8512315854,7.795125931573432,250415618013.8129,3.943728303873805e-06,36.38235953810274,7.022895782437894e-09,9.277047255947405,153.97068597395167
RCA-1,1.1117344944212413,281023.7994759101,7.8375447006052115,344147556649.2878,4.7968305250740705e-06,25.374601163457527,5.75648841526767e-09,9.200564701253233,342.1813305669479
SC-1,1.1897746088524617,452857.6353834795,3.887024130820471,434747489542.0037,3.290851211490019e-06,27.872677901488203,4.026100479375113e-09,8.129562320604185,600.7225607846732
HF Dip,0.4733631902682867,131762.57970467495,1.9720403132245579,37195268711.63794,1.7858235129780233e-06,33.07737653692035,1.3194394369008606e-09,10.765332444845498,135.1827189422062
RCA-1,0.8036321465211085,265216.7482600079,8.12957147858783,375588800159.4453,2.708431221840082e-06,28.331205422204356,5.5948113206337425e-09,10.290467732190834,244.73454850156335
Piranha,1.3221964356608678,883890.0612228122,10.427818182582108,697588348145.6234,5.6269586052208776e-06,12.895096940351461,1.6302829290707196e-08,6.531199123761772,743.5887626860089
UV/Ozone,0.38475396185087213,30925.640604147935,0.3139724329934347,130489445404.72607,1.4048276427018921e-06,40.35639144831186,1.0881755205410813e-10,12.045452883085087,5.317459633916997
Piranha,1.3951485369032512,852905.4229899407,9.986121710740857,642940182017.0186,6.564171671388976e-06,11.201518970500526,1.2380087146422865e-08,7.432159287450695,745.6248067358863
Piranha,0.9868214419831541,748678.2675765584,22.399468657516227,799853940772.1658,5.9135123744134855e-06,18.536458618863445,2.5176244604417755e-08,7.2229543691770175,760.9760183751538
HF Dip,0.32708094817926187,221015.5621694638,1.924247202198601,272021430464.2506,1.8114246679367182e-06,45.019436965247394,1.2069025723439473e-09,10.906617135907638,115.9798784679194
SC-1,0.6565352012020302,331490.2987922681,7.406127874965695,464382463530.412,5.619563936881268e-06,13.175636184937112,1.2416699503244093e-08,9.41467190187932,358.8470431008882
HF Dip,0.42878411791507287,219043.99161974146,2.752783474878654,245702248691.60806,3.2591312904867785e-06,32.90417509235166,4.889646510813399e-10,11.037402708477721,112.94113157494382
UV/Ozone,0.1336676822716926,21930.99922421646,0.393901468890534,96784509042.59467,2.205912234041846e-06,57.32375734587843,7.263818773252661e-11,11.50864450145662,69.4886587043689
RCA-1,0.7485473878796173,358437.4174954235,5.09393240569731,329672629304.9202,4.334035507576094e-06,23.539761236298457,3.8861550282191316e-09,11.73061297096943,344.92504263934165
HF Dip,0.6935156447048658,241290.51839037362,1.503795136975637,162901739665.80423,2.3116177953614496e-06,42.49685961400555,1.4852239019176404e-09,11.096710891226511,283.8782107938441
HF Dip,0.6463562633455798,216925.12397091827,1.8309397284762805,193848231153.75037,2.7450717332789593e-06,30.673931732016253,1.7561614812326623e-09,10.78278240529455,158.38040354097842
RCA-1,0.7680663316150337,266111.09903821495,9.47041925591372,368163794088.9978,3.6101782763034357e-06,31.73435933789185,5.7561846321857404e-09,10.690435992053663,191.643005048636
RCA-1,0.9505924804772979,156216.918641915,9.738902546836874,342628204137.6557,5.194931641630544e-06,26.046599546375912,3.2251931400257464e-09,11.40511854042374,390.01936949220595
HF Dip,0.4698065528353733,172985.0731364055,2.467875848737358,175603575144.38428,2.5432264398595685e-06,47.269939261698916,1.8654224157253332e-09,10.93603583014012,113.50578945401992
SC-1,0.9602288762794994,374187.7294480936,9.491214097406568,631783665202.245,6.868774388239823e-06,17.15555421897286,1.0793623512615725e-08,8.067898564576321,231.60091687285677
SC-1,1.2463302822447282,543450.0781365592,2.458755673909737,490266804142.43036,6.4847614089149785e-06,19.576000944356235,3.8881869234757115e-09,9.403419025122842,455.7798786898519
SC-1,0.821541172640326,435358.13465487986,5.785497690489397,630906939436.9021,5.268091717064444e-06,13.960930450079228,1.2065677368506605e-08,8.329318360292875,233.15057094828938
SC-1,1.0312286249077616,444321.02556366666,9.533487095524805,565130205879.7383,5.07824115584038e-06,21.885581486842977,1.075023288027886e-08,7.532750667349492,779.2124391402677
SC-1,1.2351704592869506,445160.27964335197,8.249355409706148,580592094452.5382,4.105726251312066e-06,30.350984237871153,9.960986319155782e-09,9.293158293626027,773.9551225710986
SC-1,1.4242059796579971,395151.34094378055,8.064818241476138,427914928824.2872,5.189268482662415e-06,17.57313976846716,1.179954798332306e-08,8.695512197310729,435.7089696333367
Piranha,1.2510412627270608,867861.525034252,10.243629212759558,528795093399.3064,6.273768269997837e-06,11.581255265516845,1.3578597076630795e-08,7.807895661080203,398.0056806956369
HF Dip,0.3414965110122501,142712.67673608355,1.3268376652312708,285098146747.4699,2.963033592651917e-06,31.276494013487337,1.1607629890101207e-09,11.254528251262462,98.00742449356007
HF Dip,0.5668412212531019,114465.29169534432,2.0712267299777207,183931664879.76724,3.1937207830196636e-06,34.90432618790203,1.205618935566244e-09,11.126648153871908,188.82607958745302
HF Dip,0.6543313031845107,137692.70148772167,2.094065975973403,220903730047.5622,3.0184596523009565e-06,48.45527294227891,1.9577074994840505e-09,12.200766816426302,60.360502294877506
UV/Ozone,0.3205276738002561,136237.457516463,0.7829219485377942,128492215890.00455,2.3707755254798445e-06,50.522789511343014,8.201277117619202e-11,11.002011565421618,23.4133754247615
UV/Ozone,0.36991550256252825,143835.3722563869,0.2945427968010361,167010964550.9958,2.655226283593044e-06,66.75387347488152,1.4426194997177104e-10,12.504851234496643,74.96216714873056
SC-1,0.800096475883056,412176.59418051736,5.283394456662061,475852579699.8086,5.010145995340502e-06,21.56391134975368,6.872119584716629e-09,9.63368091946513,485.32825751363976
UV/Ozone,0.46220199416454383,80604.88485699824,0.41849029103329916,10593349175.02031,2.593776476373768e-06,48.93531406351641,1.0419278592281055e-10,12.210661046207317,42.37827373960753
HF Dip,0.6502392054941645,259324.75254371949,2.0875315145691666,173659359969.28857,2.8540789147243765e-06,36.40336124153351,1.4521987183144267e-09,10.459714637716285,198.89963498700808
UV/Ozone,0.17712390004313538,66167.71053476451,0.4162042017425948,114182422512.4192,1.778882923834568e-06,42.885609895380085,1.3891562094142971e-10,11.761797575338093,61.11434206842091
Piranha,1.5430830342399178,882760.8227508168,14.342119981942894,623831237887.1975,3.1114008093625774e-06,16.236028021081744,2.4802894920311114e-08,7.0729075853839305,616.0136739372363
